Company_Id,Status,Issue/ Comments
752453,CSM,CSM
1046776,CSM,CSM
553725,CSM,CSM
49314,CSM,CSM
56,CSM,CSM
607475,CSM,CSM
2885902,CSM,CSM
3383562,CSM,CSM
2451680,CSM,CSM
1808,CSM,CSM
395827,CSM,CSM
1127636,CSM,CSM
2776166,CSM,CSM
44578,CSM,CSM
1580580,CSM,CSM
1014190,CSM,CSM
463543,CSM,CSM
1618342,CSM,CSM
1289856,CSM,CSM
1765686,CSM,CSM
1383470,CSM,CSM
543939,CSM,CSM
131723,CSM,CSM
1716,CSM,CSM
4250170,CSM,CSM
653,CSM,CSM
1612210,CSM,CSM
2542156,CSM,CSM
3894728,CSM,CSM
411253,CSM,CSM
378779,CSM,CSM
28505,CSM,CSM
4307034,CSM,CSM
3274596,CSM,CSM
3056946,CSM,CSM
1066698,CSM,CSM
983708,CSM,CSM
1266228,CSM,CSM
721381,CSM,CSM
119552,CSM,CSM
188386,CSM,CSM
706945,CSM,CSM
112315,CSM,CSM
